,0
2018-01-01 23:10:00,13.629085778488701
2018-01-01 23:15:00,14.83634803224043
2018-01-01 23:20:00,17.654309694251918
2018-01-01 23:25:00,11.075612008232119
2018-01-01 23:30:00,9.52725861567225
2018-01-01 23:35:00,20.49541100582928
2018-01-01 23:40:00,25.889815210641522
2018-01-01 23:45:00,16.718123092886874
2018-01-01 23:50:00,13.917600120489023
2018-01-01 23:55:00,17.974895922977733
2018-01-02 00:00:00,16.94365377836145
2018-01-02 00:05:00,20.697613061840645
2018-01-02 00:10:00,7.09723617810245
2018-01-02 00:15:00,11.955220536240988
2018-01-02 00:20:00,7.645197521150223
2018-01-02 00:25:00,15.046434230810785
2018-01-02 00:30:00,11.20456657270406
2018-01-02 00:35:00,5.686650289795763
2018-01-02 00:40:00,7.825004984564936
2018-01-02 00:45:00,12.535857849575313
2018-01-02 00:50:00,12.782078045516442
2018-01-02 00:55:00,13.28777650599563
2018-01-02 01:00:00,22.03275998330453
2018-01-02 01:05:00,16.329072477339512
2018-01-02 01:10:00,8.857412870178536
2018-01-02 01:15:00,13.661558800429727
2018-01-02 01:20:00,6.922377734331111
2018-01-02 01:25:00,15.833567799974873
2018-01-02 01:30:00,14.285033552763519
2018-01-02 01:35:00,16.61436665459581
2018-01-02 01:40:00,12.816808348619041
2018-01-02 01:45:00,10.388377770275211
2018-01-02 01:50:00,6.5576041213141085
2018-01-02 01:55:00,-3.3478688105445893
2018-01-02 02:00:00,-5.729586291699674
2018-01-02 02:05:00,0.10966740299734179
2018-01-02 02:10:00,7.6860266165241145
2018-01-02 02:15:00,6.555303145413756
2018-01-02 02:20:00,5.737594457791029
2018-01-02 02:25:00,4.3130556929515365
2018-01-02 02:30:00,4.344797350634043
2018-01-02 02:35:00,-0.9003244492783535
2018-01-02 02:40:00,-1.8362954314941136
2018-01-02 02:45:00,-2.962368677764017
2018-01-02 02:50:00,3.4885018544218003
2018-01-02 02:55:00,0.9181090998376047
2018-01-02 03:00:00,8.471322999613285
2018-01-02 03:05:00,14.137581900905417
2018-01-02 03:10:00,10.656982084974207
2018-01-02 03:15:00,15.051704627787009
2018-01-02 03:20:00,22.067118348643856
