,0
2018-01-01 23:10:00,-0.20470765948471295
2018-01-01 23:15:00,0.1923526147789501
2018-01-01 23:20:00,-0.08433185018359046
2018-01-01 23:25:00,-0.8370723421466583
2018-01-01 23:30:00,0.8160310303428913
2018-01-01 23:35:00,3.2979489568719664
2018-01-01 23:40:00,3.956098828620363
2018-01-01 23:45:00,2.972415196501446
2018-01-01 23:50:00,2.2249620140327657
2018-01-01 23:55:00,2.7705282702237612
2018-01-02 00:00:00,3.6081855340578617
2018-01-02 00:05:00,1.8082112140393443
2018-01-02 00:10:00,0.2390762146782472
2018-01-02 00:15:00,-0.31876559002424637
2018-01-02 00:20:00,1.299114031986902
2018-01-02 00:25:00,2.8999717125727296
2018-01-02 00:30:00,0.8982629304648646
2018-01-02 00:35:00,-1.4139522495069907
2018-01-02 00:40:00,-0.558275317743893
2018-01-02 00:45:00,0.4509334014253328
2018-01-02 00:50:00,0.23711596502389287
2018-01-02 00:55:00,0.03775728669235495
2018-01-02 01:00:00,3.3391136440294606
2018-01-02 01:05:00,3.7524266882677058
2018-01-02 01:10:00,1.875786783122273
2018-01-02 01:15:00,-0.13968168955277133
2018-01-02 01:20:00,-0.3923961279091887
2018-01-02 01:25:00,0.5045366563355429
2018-01-02 01:30:00,0.9238083929714369
2018-01-02 01:35:00,2.0944633286654364
2018-01-02 01:40:00,1.5001568762303874
2018-01-02 01:45:00,-0.22312187639518533
2018-01-02 01:50:00,-3.702602475349509
2018-01-02 01:55:00,-6.413486489634824
2018-01-02 02:00:00,-6.784297238263328
2018-01-02 02:05:00,-4.135464598234149
2018-01-02 02:10:00,-2.608629279786362
2018-01-02 02:15:00,-1.4295852526617714
2018-01-02 02:20:00,-1.8487335086667125
2018-01-02 02:25:00,-1.3456147003305288
2018-01-02 02:30:00,-3.062302047138653
2018-01-02 02:35:00,-3.576979089943733
2018-01-02 02:40:00,-4.414653837099721
2018-01-02 02:45:00,-4.459618645083696
2018-01-02 02:50:00,-4.7187575532331465
2018-01-02 02:55:00,-3.327140989061578
2018-01-02 03:00:00,-1.209015494831133
2018-01-02 03:05:00,-0.4829508250836029
2018-01-02 03:10:00,-0.08640540369575095
2018-01-02 03:15:00,1.3571512534478463
2018-01-02 03:20:00,2.102623896832866
2018-01-02 03:25:00,2.002183842059479
2018-01-02 03:30:00,1.148915318844522
2018-01-02 03:35:00,1.4445780172031777
2018-01-02 03:40:00,2.77237527061361
2018-01-02 03:45:00,2.0132359466505036
2018-01-02 03:50:00,-0.8652751936592844
2018-01-02 03:55:00,-2.458741513344576
2018-01-02 04:00:00,-1.397141455849777
2018-01-02 04:05:00,-0.592994387485269
2018-01-02 04:10:00,0.6032059436130235
2018-01-02 04:15:00,0.9201146914332716
2018-01-02 04:20:00,0.8846761811037133
2018-01-02 04:25:00,1.132688972926379
2018-01-02 04:30:00,1.9344561275530283
2018-01-02 04:35:00,1.0008037291173792
2018-01-02 04:40:00,-0.07928154844940753
2018-01-02 04:45:00,-2.963720729166278
2018-01-02 04:50:00,-4.361413684683535
2018-01-02 04:55:00,-4.979018662330803
2018-01-02 05:00:00,-4.996780662549595
2018-01-02 05:05:00,-2.7208101430320726
2018-01-02 05:10:00,0.16432041453384383
2018-01-02 05:15:00,2.339929619444455
2018-01-02 05:20:00,3.417186284623897
2018-01-02 05:25:00,2.367323803350633
2018-01-02 05:30:00,0.3224554567859571
2018-01-02 05:35:00,-1.8517167995260913
2018-01-02 05:40:00,-3.0121705304812196
2018-01-02 05:45:00,-2.3677509351783077
2018-01-02 05:50:00,-1.0807470854809633
2018-01-02 05:55:00,-1.2649731399879804
2018-01-02 06:00:00,-0.5963931655110811
2018-01-02 06:05:00,0.4282157116372574
2018-01-02 06:10:00,2.0486906923462227
2018-01-02 06:15:00,4.0630816795776745
2018-01-02 06:20:00,3.07754715736243
2018-01-02 06:25:00,2.1333005098236315
2018-01-02 06:30:00,0.9027638192954213
2018-01-02 06:35:00,1.2683433328280744
2018-01-02 06:40:00,1.4607942636367224
2018-01-02 06:45:00,3.389653197708835
2018-01-02 06:50:00,3.5381368004407534
2018-01-02 06:55:00,4.494494833532529
